"duty_station","type","parent","street","city","state","zip","address","phone","url"
"Van Horn Station","Station","Big Bend Sector Texas","500 Laurel StreetPost Office Box 368","Van Horn","TX","79855","500 Laurel StreetPost Office Box 368, Van Horn, TX 79855","432-283-3100","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/big-bend-sector-texas/van-horn-station-vht"
"Alpine Station","Station","Big Bend Sector Texas","3003 West Highway 90","Alpine","TX","79830","3003 West Highway 90, Alpine, TX 79830","432-837-6100","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/big-bend-sector-texas/alpine-station-apt"
"Sierra Blanca Station","Station","Big Bend Sector Texas","900 Aztec DrivePost Office Box 8","Sierra Blanca","TX","79851","900 Aztec DrivePost Office Box 8, Sierra Blanca, TX 79851","915-369-4000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/big-bend-sector-texas/sierra-blanca-station-sbt"
"Fort Stockton Station","Station","Big Bend Sector Texas","1801 Front StreetPost Office Box 607Fort St","ockton","TX","79735","1801 Front StreetPost Office Box 607Fort St, ockton, TX 79735","432-336-2468","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/big-bend-sector-texas/fort-stockton-station-fts"
"Marfa Station","Station","Big Bend Sector Texas","717 South HighlandPost Office Box ""I""","Marfa","TX","79843","717 South HighlandPost Office Box ""I"", Marfa, TX 79843","432-729-5600","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/big-bend-sector-texas/marfa-station-mrs"
"Sanderson Station","Station","Big Bend Sector Texas","Highway 90 WestPost Office Box 628","Sanderson","TX","79848","Highway 90 WestPost Office Box 628, Sanderson, TX 79848","432-345-2972","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/big-bend-sector-texas/sanderson-station-snn"
"Blaine Sector Washington","Sector","","2410 Nature's Path Way","Blaine","WA","","2410 Nature's Path Way, Blaine, WA 98230","360-332-9200","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/blaine-sector-washington"
"Sumas Station","Station","Blaine Sector Washington","9648 Garrison Road","Sumas","WA","98295","9648 Garrison Road, Sumas, WA 98295","360-988-5520","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/blaine-sector-washington/sumas-station"
"Blaine Station","Station","Blaine Sector Washington","1580 H Street","Blaine","WA","98230","1580 H Street, Blaine, WA 98230","360-332-1721","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/blaine-sector-washington/blaine-station"
"Port Angeles Station","Station","Blaine Sector Washington","110 South Penn Street","Port Angeles","WA","98362","110 South Penn Street, Port Angeles, WA 98362","360-565-7300","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/blaine-sector-washington/port-angeles-station"
"Bellingham Station","Station","Blaine Sector Washington","Physical and Mailing Bellingham 1431 Sunset AvenueFerndale","Bellingham","WA","98248","Physical and Mailing Bellingham 1431 Sunset AvenueFerndale, Bellingham, WA 98248","360-380-0408","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/blaine-sector-washington/bellingham-station"
"Buffalo Sector New York","Sector","","201 Lang Boulevard","Grand Island","NY","14072","201 Lang Boulevard, Grand Island, NY 14072","716-774-7200","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/buffalo-sector-new-york"
"Erie Station","Station","Buffalo Sector New York","7851 Traut Drive","Fairview","PA","16415","7851 Traut Drive, Fairview, PA 16415","814-474-4700","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/buffalo-sector-new-york/erie-station"
"Oswego Station","Station","Buffalo Sector New York","19 East","Schuyler StreetOswego","NY","13126","19 East, Schuyler StreetOswego, NY 13126","315-342-7017","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/buffalo-sector-new-york/oswego-station"
"Rochester Station","Station","Buffalo Sector New York","171 Pattonwood Drive","Rochester","NY","14617","171 Pattonwood Drive, Rochester, NY 14617","585-266-2802","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/buffalo-sector-new-york/rochester-station"
"Wellesley Island Station","Station","Buffalo Sector New York","45764 Landon Road","Wellesley Island","NY","13640","45764 Landon Road, Wellesley Island, NY 13640","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/buffalo-sector-new-york/wellesley-island-station"
"Buffalo Station","Station","Buffalo Sector New York","600 Colvin Woods Parkway","Tonawanda","NY","14150","600 Colvin Woods Parkway, Tonawanda, NY 14150","716-862-7000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/buffalo-sector-new-york/buffalo-station"
"Niagara Falls Station","Station","Buffalo Sector New York","1708 Lafayette Avenue","Niagara Falls","NY","14305","1708 Lafayette Avenue, Niagara Falls, NY 14305","716-285-6444","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/buffalo-sector-new-york/niagara-falls-station"
"Del Rio Sector Texas","Sector","","2401 Dodson Avenue","Del Rio","TX","","Del Rio Border Patrol Sector, 2401 Dodson Avenue, Del Rio, TX 78840","830-778-7000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas"
"San Angelo Station","Station","Del Rio Sector Texas","8210 Hangar Road","San Angelo","TX","76904","8210 Hangar Road, San Angelo, TX 76904","325-949-0139","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/san-angelo-station"
"Del Rio Station","Station","Del Rio Sector Texas","2300 Highway 90 East","Del Rio","TX","78840","2300 Highway 90 East, Del Rio, TX 78840","830-778-3000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/del-rio-station"
"Brackettville Station","Station","Del Rio Sector Texas","802 W. Spring St.","Brackettville","TX","78832","802 W. Spring St., Brackettville, TX 78832","830-563-6000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/brackettville-station"
"Comstock Station","Station","Del Rio Sector Texas","27685 Highway 90 West","Comstock","TX","78837","27685 Highway 90 West, Comstock, TX 78837","432-292-4600","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/comstock-station"
"Abilene Station","Station","Del Rio Sector Texas","1945 Indust","rial BlvdAbilene","TX","79602","1945 Indust, rial BlvdAbilene, TX 79602","325-698-5552","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/abilene-station"
"Eagle Pass Station","Station","Del Rio Sector Texas","2285 Del Rio Blvd.","Eagle Pass","TX","78852","2285 Del Rio Blvd., Eagle Pass, TX 78852","830-758-4000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/eagle-pass-station"
"Eagle Pass South Station","Station","Del Rio Sector Texas","4156 El Indio Highway","Eagle Pass","TX","78852","4156 El Indio Highway, Eagle Pass, TX 78852","830-752-3300","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/eagle-pass-south-station"
"Donna M. Doss Station","Station","Del Rio Sector Texas","605 W. Main Street P.O. Box 576 Rocksprings","Donna M. Doss","TX","78880","605 W. Main Street P.O. Box 576 Rocksprings, Donna M. Doss, TX 78880","830-683-2255","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/donna-m-doss-station"
"Carrizo Springs Station","Station","Del Rio Sector Texas","1868 Hwy 85 East","Carrizo Springs","TX","78834","1868 Hwy 85 East, Carrizo Springs, TX 78834","830-876-1453","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/carrizo-springs-station"
"Uvalde Station","Station","Del Rio Sector Texas","#30 Industrial Park","Uvalde","TX","78801","#30 Industrial Park, Uvalde, TX 78801","830-486-7600","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/del-rio-sector-texas/uvalde-station"
"Detroit Sector Michigan","Sector","","","","","","26000 South Street, Building 1516, Selfridge ANGB, MI 48045.","586-239-2160","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/detroit-sector"
"Sandusky Bay Station","Station","Detroit Sector Michigan","General Information709 SE Catawba RoadPort Clinton","Sandusky Bay","OH","43452","General Information709 SE Catawba RoadPort Clinton, Sandusky Bay, OH 43452","419-732-4400","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/detroit-sector/sandusky-bay-station"
"Sault Sainte Marie Station","Station","Detroit Sector Michigan","General Information 208 Bingham AveSault Ste. Marie","Sault Sainte Marie","MI","49783","General Information 208 Bingham AveSault Ste. Marie, Sault Sainte Marie, MI 49783","906-632-3383","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/detroit-sector-selfridge-angb-michigan/sault-sainte-marie-station"
"Marysville Station","Station","Detroit Sector Michigan","Photo of General Information2600 Wills Road","Marysville","MI","48040","Photo of General Information2600 Wills Road, Marysville, MI 48040","810-989-5056","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/detroit-sector-selfridge-angb-michigan/marysville-station"
"Gibraltar Station","Station","Detroit Sector Michigan","General Information14801 Middle Gibraltar Rd.","Gibraltar","MI","48173","General Information14801 Middle Gibraltar Rd., Gibraltar, MI 48173","734-676-2972","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/detroit-sector-selfridge-angb-michigan/gibraltar-station"
"Detroit Station","Station","Detroit Sector Michigan","","","","","","313-926-4700","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/detroit-sector-selfridge-angb-michigan/detroit-station"
"El Centro Sector California","Sector","","211 West Aten Road.","Imperial","CA","92251","211 West Aten Road., Imperial, CA 92251","760-335-5700","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/el-centro-sector-california"
"El Centro Station","Station","El Centro Sector California","221 West","Aten RoadImperial","CA","92251","221 West, Aten RoadImperial, CA 92251","760-337-7100","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/el-centro-sector-california/el-centro-station"
"Calexico Station","Station","El Centro Sector California","1150 Birch Street","Calexico","CA","92231","1150 Birch Street, Calexico, CA 92231","760-768-7000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/el-centro-sector-california/calexico-station"
"Indio Station","Station","El Centro Sector California","45-620 Commerce Street","Indio","CA","92201","45-620 Commerce Street, Indio, CA 92201","760-347-3658","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/el-centro-sector-california/indio-station"
"Grand Forks Sector North Dakota","Sector","","1816 17th Street NE","Grand Forks","ND","58203","1816 17th Street NE, Grand Forks, ND 58203","701-772-3056","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/grand-forks-sector-north-dakota"
"Pembina Station","Station","Grand Forks Sector North Dakota","388 Division Street","Pembina","ND","58271","388 Division Street, Pembina, ND 58271","701-825-6640","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/grand-forks-sector-north-dakota/pembina-station"
"International Falls Station","Station","Grand Forks Sector North Dakota","312 Highway 11 East","International Falls","MN","56649","312 Highway 11 East, International Falls, MN 56649","218-285-3423","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/grand-forks-sector-north-dakota/international-falls-station"
"Portal Station","Station","Grand Forks Sector North Dakota","500 2nd Avenue","EastPortal","ND","58772","500 2nd Avenue, EastPortal, ND 58772","701-926-7570","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/grand-forks-sector-north-dakota/portal-station"
"Bottineau Station","Station","Grand Forks Sector North Dakota","1235 11th Street EastP.O. Box 6","Bottineau","ND","58318","1235 11th Street EastP.O. Box 6, Bottineau, ND 58318","701-228-3179","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/grand-forks-sector-north-dakota/bottineau-station"
"Warroad Station","Station","Grand Forks Sector North Dakota","502 State Avenue South, Highway 11PO Box 24","Warroad","MN","56763","502 State Avenue South, Highway 11PO Box 24, Warroad, MN 56763","218-386-1802","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/grand-forks-sector-north-dakota/warroad-station"
"Grand Marais Station","Station","Grand Forks Sector North Dakota","518 E. Hwy 61","Grand Marais","MN","55604","518 E. Hwy 61, Grand Marais, MN 55604","218-387-1770","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/grand-forks-sector-north-dakota/grand-marais-station"
"Duluth Station","Station","Grand Forks Sector North Dakota","4431 Endeavor Drive","Duluth","MN","55811","4431 Endeavor Drive, Duluth, MN 55811","218-720-5465","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/grand-forks-sector-north-dakota/duluth-station"
"Havre Sector Montana","Sector","","2605 5th Avenue SE","Havre","MT","","2605 5th Ave. SE, Havre, MT 59501","406-262-5600","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/havre-sector-montana"
"St. Mary Station","Station","Havre Sector Montana","4999 US Highway 89Port of PieganBabb","St. Mary","MT","59411","4999 US Highway 89Port of PieganBabb, St. Mary, MT 59411","406-732-5982","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/havre-sector-montana/st-mary-station"
"Havre Station","Station","Havre Sector Montana","345 16th Avenue WPO Box 1629","Havre","MT","59501","345 16th Avenue WPO Box 1629, Havre, MT 59501","406-395-6100","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/havre-sector-montana/havre-station"
"Plentywood Station","Station","Havre Sector Montana","31 Highway 16 NP.O. Box 434","Plentywood","MT","59254","31 Highway 16 NP.O. Box 434, Plentywood, MT 59254","406-765-1852","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/havre-sector-montana/plentywood-station"
"Scobey Station","Station","Havre Sector Montana","131 C HWY 5 EP.O. Box 820","Scobey","MT","59263","131 C HWY 5 EP.O. Box 820, Scobey, MT 59263","406-487-2621","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/havre-sector-montana/scobey-station"
"Malta Station","Station","Havre Sector Montana","47152 U.S. Highway 2P.O. Box 36","Malta","MT","59538","47152 U.S. Highway 2P.O. Box 36, Malta, MT 59538","406-654-2711","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/havre-sector-montana/malta-station"
"Sweetgrass Station","Station","Havre Sector Montana","P.O. Box 10037 Nine Mile RoadSunburst","Sweetgrass","MT","59482","P.O. Box 10037 Nine Mile RoadSunburst, Sweetgrass, MT 59482","406-937-8800","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/havre-sector-montana/sweetgrass-station"
"Houlton Sector Maine","Sector","","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/houlton-sector-maine"
"Van Buren Station","Station","Houlton Sector Maine","Physical 9 Main StreetVan Buren, Maine 04785Mailing AddressP.O. Box 28","Van Buren","ME","04785","Physical 9 Main StreetVan Buren, Maine 04785Mailing AddressP.O. Box 28, Van Buren, ME 04785","207-868-3900","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/houlton-sector-maine/van-buren-station"
"Jackman Station","Station","Houlton Sector Maine","229 Long Pond Road","Jackman","ME","04945","229 Long Pond Road, Jackman, ME 04945","207-668-3151","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/houlton-sector-maine/jackman-station"
"Fort Fairfield Station","Station","Houlton Sector Maine","200 Limest","one RoadFort Fairfield","ME","04742","200 Limest, one RoadFort Fairfield, ME 04742","207-472-5041","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/houlton-sector-maine/fort-fairfield-station"
"Houlton Station","Station","Houlton Sector Maine","591 North Street","Houlton","ME","04730","591 North Street, Houlton, ME 04730","207-532-9061","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/houlton-sector-maine/houlton-station"
"Rangeley Station","Station","Houlton Sector Maine","Physical 224 Stratton RoadDallas Plantation","Rangeley","ME","04970","Physical 224 Stratton RoadDallas Plantation, Rangeley, ME 04970","207-864-5356","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/houlton-sector-maine/rangeley-station"
"Calais Station","Station","Houlton Sector Maine","67 Park Road","Baring","ME","04694","67 Park Road, Baring, ME 04694","207-454-3613","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/houlton-sector-maine/calais-station"
"Laredo Sector Texas","Sector","","207 W. Del Mar Blvd.","Laredo","TX","","207 W. Del Mar Blvd., Laredo, TX 78041","956-764-3200","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas"
"Laredo South Station","Station","Laredo Sector Texas","9001 San Dario Avenue","Laredo","TX","78045","9001 San Dario Avenue, Laredo, TX 78045","956-764-3600","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas/laredo-south-station"
"Dallas Station","Station","Laredo Sector Texas","2800 South Pipeline Road","Euless","TX","76040","2800 South Pipeline Road, Euless, TX 76040","817-571-2146","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas/dallas-station"
"Cotulla Station","Station","Laredo Sector Texas","3423 Interstate Highway 35","Cotulla","TX","78014","3423 Interstate Highway 35, Cotulla, TX 78014","210-242-1600","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas/cotulla-station"
"Hebbronville Station","Station","Laredo Sector Texas","34 East Highway 359","Hebbronville","TX","78361","34 East Highway 359, Hebbronville, TX 78361","361-886-1700","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas/hebbronville-station"
"Zapata Station","Station","Laredo Sector Texas","105 Kennedy Street","Zapata","TX","78076","105 Kennedy Street, Zapata, TX 78076","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas/zapata-station"
"Laredo West Station","Station","Laredo Sector Texas","Colombia Port of Entry202 State Highway 255Laredo","Laredo West","TX","78045","Colombia Port of Entry202 State Highway 255Laredo, Laredo West, TX 78045","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas/laredo-west-station"
"Freer Station","Station","Laredo Sector Texas","5087 Highway 44","Freer","TX","78357","5087 Highway 44, Freer, TX 78357","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas/freer-station"
"Laredo North Station","Station","Laredo Sector Texas","11119 McPherson Road","Laredo","TX","78045","11119 McPherson Road, Laredo, TX 78045","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas/laredo-north-station"
"San Antonio Station","Station","Laredo Sector Texas","5000 N.W. Industrial Drive","San Antonio","TX","78238","5000 N.W. Industrial Drive, San Antonio, TX 78238","210-521-7926","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/laredo-sector-texas/san-antonio-station"
"Miami Sector Florida","Sector","","15720 Pines Boulevard","Pembroke Pines","FL","","15720 Pines Boulevard, Pembroke Pines, FL 33027","954-965-6300","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/miami-sector-florida"
"Tampa Station","Station","Miami Sector Florida","3811 Corporex Park Drive","Tampa","FL","33619","3811 Corporex Park Drive, Tampa, FL 33619","813-623-5101","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/miami-sector-florida/tampa-station"
"Marathon Station","Station","Miami Sector Florida","3770 Oversees Highway","Fat Deer KeyMarathon","FL","33050","3770 Oversees Highway, Fat Deer KeyMarathon, FL 33050","305-289-0942","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/miami-sector-florida/marathon-station"
"West Palm Beach Station","Station","Miami Sector Florida","3301 Lake Shore Drive","Riviera Beach","FL","33404","3301 Lake Shore Drive, Riviera Beach, FL 33404","561-848-6161","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/miami-sector-florida/west-palm-beach-station"
"Jacksonville Station","Station","Miami Sector Florida","489 Dundas Drive","Jacksonville","FL","32218","489 Dundas Drive, Jacksonville, FL 32218","904-714-0225","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/miami-sector-florida/jacksonville-station"
"Dania Beach Station","Station","Miami Sector Florida","1800 NE 7th Avenue","Dania Beach","FL","33004","1800 NE 7th Avenue, Dania Beach, FL 33004","954-496-8300","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/miami-sector-florida/dania-beach-station"
"Orlando Station","Station","Miami Sector Florida","2348 Trade Port Drive","Orlando","FL","32824","2348 Trade Port Drive, Orlando, FL 32824","407-967-4000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/miami-sector-florida/orlando-station"
"New Orleans Sector Louisiana","Sector","","","","","","P.O. Box 6218, New Orleans, LA 70174-6218","504-376-2800","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/new-orleans-sector-louisiana"
"New Orleans Station","Station","New Orleans Sector Louisiana","Physical 3819 Patterson RoadNew Orleans, LA 70114Mailing Address:P.O. Box 6218","New Orleans","LA","70174","Physical 3819 Patterson RoadNew Orleans, LA 70114Mailing Address:P.O. Box 6218, New Orleans, LA 70174","504-376-2830","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/new-orleans-sector-louisiana/new-orleans-station"
"Gulfport Station","Station","New Orleans Sector Louisiana","10400 Larkin-Smith Drive","Gulfport","MS","39503","10400 Larkin-Smith Drive, Gulfport, MS 39503","228-896-0884","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/new-orleans-sector-louisiana/gulfport-station"
"Lake Charles Station","Station","New Orleans Sector Louisiana","Physical 152 Marine Street","Lake Charles","LA","70601","Physical 152 Marine Street, Lake Charles, LA 70601","337-721-3400","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/new-orleans-sector-louisiana/lake-charles-station"
"Mobile Station","Station","New Orleans Sector Louisiana","4425 Demetropolis Road","Mobile","AL","36619","4425 Demetropolis Road, Mobile, AL 36619","251-660-1445","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/new-orleans-sector-louisiana/mobile-station"
"Baton Rouge Station","Station","New Orleans Sector Louisiana","11655 Southfork Avenue","Baton Rouge","LA","70816","11655 Southfork Avenue, Baton Rouge, LA 70816","225-298-5501","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/new-orleans-sector-louisiana/baton-rouge-station"
"Ramey Sector Aguadilla Puerto Rico","Sector","","","","","","P.O. Box 250467, Ramey, PR 00604; Physical address: 723 Belt St Aguadilla, PR 00603","787-890-4747","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/ramey-sector-aguadilla-puerto-rico"
"Ramey Station","Station","Ramey Sector Aguadilla Puerto Rico","Physical 722 Belt St.Aguadilla, PR 00603Mailing AddressP.O. Box 250467Aguadilla","Ramey","PR","00604","Physical 722 Belt St.Aguadilla, PR 00603Mailing AddressP.O. Box 250467Aguadilla, Ramey, PR 00604","787-890-4747","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/ramey-sector-aguadilla-puerto-rico/ramey-station"
"Rio Grande Valley Sector Texas","Sector","","4400 South Expressway 281","Edinburg","TX","","4400 South Expressway 281, Edinburg, Texas 78542","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas"
"Rio Grande City Station","Station","Rio Grande Valley Sector Texas","730 Bord","er Patrol LaneRio Grande City","TX","78582","730 Bord, er Patrol LaneRio Grande City, TX 78582","956-487-1044","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas/rio-grande-city-station"
"Harlingen Station","Station","Rio Grande Valley Sector Texas","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas/harlingen-station"
"Fort Brown Station","Station","Rio Grande Valley Sector Texas","3305 S. Expressway 83Brownsville","Fort Brown","TX","78521","3305 S. Expressway 83Brownsville, Fort Brown, TX 78521","956-983-7100","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas/fort-brown-station"
"McAllen Station","Station","Rio Grande Valley Sector Texas","3000 West","Military HighwayMcAllen","TX","78503","3000 West, Military HighwayMcAllen, TX 78503","956-217-3700","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas/mcallen-station"
"Brownsville Station","Station","Rio Grande Valley Sector Texas","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas/brownsville-station"
"Falfurrias Station","Station","Rio Grande Valley Sector Texas","P.O. Box 479 (Mailing )933 County Road 300 (Physical Address)","Falfurrias","TX","78355","P.O. Box 479 (Mailing )933 County Road 300 (Physical Address), Falfurrias, TX 78355","361-325-7000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas/falfurrias-station"
"Corpus Christi Station","Station","Rio Grande Valley Sector Texas","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas/corpus-christi-station"
"Weslaco Station","Station","Rio Grande Valley Sector Texas","1501 E. Expressway 83","Weslaco","TX","78559","1501 E. Expressway 83, Weslaco, TX 78559","956-647-8800","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas/weslaco-station"
"Kingsville Station","Station","Rio Grande Valley Sector Texas","2422 E. Senator Carlos Truan Blvd.","Kingsville","TX","78363","2422 E. Senator Carlos Truan Blvd., Kingsville, TX 78363","361-595-8700","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/rio-grande-valley-sector-texas/kingsville-station"
"San Diego Sector California","Sector","","2411 Boswell Road","Chula Vista","CA","","2411 Boswell Road, Chula Vista, CA","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/san-diego-sector-california"
"Imperial Beach Station","Station","San Diego Sector California","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/san-diego-sector-california/imperial-beach-station"
"Brown Field Station","Station","San Diego Sector California","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/san-diego-sector-california/brown-field-station"
"Campo Station","Station","San Diego Sector California","32355 Old Highway 80Pine Valley","Campo","CA","91962","32355 Old Highway 80Pine Valley, Campo, CA 91962","619-938-8700","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/san-diego-sector-california/campo-station"
"San Clemente Station","Station","San Diego Sector California","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/san-diego-sector-california/san-clemente-station"
"El Cajon Station","Station","San Diego Sector California","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/san-diego-sector-california/el-cajon-station"
"Theodore L. Newton, Jr. and George F. Azrak Station","Station","San Diego Sector California","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/san-diego-sector-california/murrieta-station"
"Chula Vista Station","Station","San Diego Sector California","USBP P.O. BOX 210038","Chula Vista","CA","91921","USBP P.O. BOX 210038, Chula Vista, CA 91921","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/san-diego-sector-california/chula-vista-station"
"Boulevard Station","Station","San Diego Sector California","2463 Ribbonwood Rd.","Boulevard","CA","91905","2463 Ribbonwood Rd., Boulevard, CA 91905","619-766-3000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/san-diego-sector-california/boulevard-station"
"Spokane Sector Washington","Sector","","10710 N. Newport Highway","Spokane","WA","99218","10710 N. Newport Highway, Spokane, WA 99218","509-353-2747","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/spokane-sector"
"Bonners Ferry Station","Station","Spokane Sector Washington","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/spokane-sector-washington/bonners-ferry-station"
"Colville Station","Station","Spokane Sector Washington","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/spokane-sector-washington/colville-station"
"Curlew Station","Station","Spokane Sector Washington","P.O. Box 444#5 Forest Lane","Curlew","WA","99118","P.O. Box 444#5 Forest Lane, Curlew, WA 99118","509-779-4376","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/spokane-sector-washington/curlew-station"
